"Depth (m)"	"5 keV/R"	"1 uR"	"1 mR"	"10 mR"	"20 mR"	"30 mR"	"40 mR"	"50 mR"	"75 mR"	"100 mR"
7.32E-05	3.37E+12	3.37E+06	3.37E+09	3.37E+10	6.73E+10	1.01E+11	1.35E+11	1.68E+11	252480750000	3.37E+11
7.36E-05	3.29E+12	3.29E+06	3.29E+09	3.29E+10	6.58E+10	9.87E+10	1.32E+11	1.65E+11	246780000000	3.29E+11
7.40E-05	3.22E+12	3.22E+06	3.22E+09	3.22E+10	6.43E+10	9.65E+10	1.29E+11	1.61E+11	241209000000	3.22E+11
7.44E-05	3.14E+12	3.14E+06	3.14E+09	3.14E+10	6.29E+10	9.43E+10	1.26E+11	1.57E+11	235763250000	3.14E+11
7.48E-05	3.07E+12	3.07E+06	3.07E+09	3.07E+10	6.15E+10	9.22E+10	1.23E+11	1.54E+11	230439750000	3.07E+11
7.52E-05	3.00E+12	3.00E+06	3.00E+09	3.00E+10	6.01E+10	9.01E+10	1.20E+11	1.50E+11	225237750000	3.00E+11
7.56E-05	2.94E+12	2.94E+06	2.94E+09	2.94E+10	5.87E+10	8.81E+10	1.17E+11	1.47E+11	220152000000	2.94E+11
7.60E-05	2.87E+12	2.87E+06	2.87E+09	2.87E+10	5.74E+10	8.61E+10	1.15E+11	1.43E+11	215181750000	2.87E+11
7.64E-05	2.80E+12	2.80E+06	2.80E+09	2.80E+10	5.61E+10	8.41E+10	1.12E+11	1.40E+11	210324000000	2.80E+11
7.68E-05	2.74E+12	2.74E+06	2.74E+09	2.74E+10	5.48E+10	8.22E+10	1.10E+11	1.37E+11	205575000000	2.74E+11
7.72E-05	2.68E+12	2.68E+06	2.68E+09	2.68E+10	5.36E+10	8.04E+10	1.07E+11	1.34E+11	200934000000	2.68E+11
7.76E-05	2.62E+12	2.62E+06	2.62E+09	2.62E+10	5.24E+10	7.86E+10	1.05E+11	1.31E+11	196397250000	2.62E+11
7.80E-05	2.56E+12	2.56E+06	2.56E+09	2.56E+10	5.12E+10	7.68E+10	1.02E+11	1.28E+11	191963250000	2.56E+11
7.84E-05	2.50E+12	2.50E+06	2.50E+09	2.50E+10	5.00E+10	7.51E+10	1.00E+11	1.25E+11	187629750000	2.50E+11
7.88E-05	2.45E+12	2.45E+06	2.45E+09	2.45E+10	4.89E+10	7.34E+10	9.78E+10	1.22E+11	183393750000	2.45E+11
7.92E-05	2.39E+12	2.39E+06	2.39E+09	2.39E+10	4.78E+10	7.17E+10	9.56E+10	1.20E+11	179253000000	2.39E+11
7.96E-05	2.34E+12	2.34E+06	2.34E+09	2.34E+10	4.67E+10	7.01E+10	9.34E+10	1.17E+11	175206000000	2.34E+11
8.00E-05	2.28E+12	2.28E+06	2.28E+09	2.28E+10	4.57E+10	6.85E+10	9.13E+10	1.14E+11	171250500000	2.28E+11
8.04E-05	2.23E+12	2.23E+06	2.23E+09	2.23E+10	4.46E+10	6.70E+10	8.93E+10	1.12E+11	167384250000	2.23E+11
8.08E-05	2.18E+12	2.18E+06	2.18E+09	2.18E+10	4.36E+10	6.54E+10	8.73E+10	1.09E+11	163605000000	2.18E+11
8.12E-05	2.13E+12	2.13E+06	2.13E+09	2.13E+10	4.26E+10	6.40E+10	8.53E+10	1.07E+11	159911250000	2.13E+11
8.16E-05	2.08E+12	2.08E+06	2.08E+09	2.08E+10	4.17E+10	6.25E+10	8.34E+10	1.04E+11	156301500000	2.08E+11
8.20E-05	2.04E+12	2.04E+06	2.04E+09	2.04E+10	4.07E+10	6.11E+10	8.15E+10	1.02E+11	152772000000	2.04E+11
8.24E-05	1.99E+12	1.99E+06	1.99E+09	1.99E+10	3.98E+10	5.97E+10	7.96E+10	9.95E+10	149323500000	1.99E+11
8.28E-05	1.95E+12	1.95E+06	1.95E+09	1.95E+10	3.89E+10	5.84E+10	7.78E+10	9.73E+10	145952250000	1.95E+11
8.32E-05	1.90E+12	1.90E+06	1.90E+09	1.90E+10	3.80E+10	5.71E+10	7.61E+10	9.51E+10	142656750000	1.90E+11
8.36E-05	1.86E+12	1.86E+06	1.86E+09	1.86E+10	3.72E+10	5.58E+10	7.44E+10	9.30E+10	139436250000	1.86E+11
8.40E-05	1.82E+12	1.82E+06	1.82E+09	1.82E+10	3.63E+10	5.45E+10	7.27E+10	9.09E+10	136287750000	1.82E+11
8.44E-05	1.78E+12	1.78E+06	1.78E+09	1.78E+10	3.55E+10	5.33E+10	7.10E+10	8.88E+10	133211250000	1.78E+11
8.48E-05	1.74E+12	1.74E+06	1.74E+09	1.74E+10	3.47E+10	5.21E+10	6.94E+10	8.68E+10	130203750000	1.74E+11
8.52E-05	1.70E+12	1.70E+06	1.70E+09	1.70E+10	3.39E+10	5.09E+10	6.79E+10	8.48E+10	127263750000	1.70E+11
8.56E-05	1.66E+12	1.66E+06	1.66E+09	1.66E+10	3.32E+10	4.98E+10	6.63E+10	8.29E+10	124390500000	1.66E+11
8.60E-05	1.62E+12	1.62E+06	1.62E+09	1.62E+10	3.24E+10	4.86E+10	6.48E+10	8.11E+10	121582500000	1.62E+11
8.64E-05	1.58E+12	1.58E+06	1.58E+09	1.58E+10	3.17E+10	4.75E+10	6.34E+10	7.92E+10	118837500000	1.58E+11
8.68E-05	1.55E+12	1.55E+06	1.55E+09	1.55E+10	3.10E+10	4.65E+10	6.19E+10	7.74E+10	116154750000	1.55E+11
8.72E-05	1.51E+12	1.51E+06	1.51E+09	1.51E+10	3.03E+10	4.54E+10	6.06E+10	7.57E+10	113532000000	1.51E+11
8.76E-05	1.48E+12	1.48E+06	1.48E+09	1.48E+10	2.96E+10	4.44E+10	5.92E+10	7.40E+10	110968500000	1.48E+11
8.80E-05	1.45E+12	1.45E+06	1.45E+09	1.45E+10	2.89E+10	4.34E+10	5.78E+10	7.23E+10	108463500000	1.45E+11
8.84E-05	1.41E+12	1.41E+06	1.41E+09	1.41E+10	2.83E+10	4.24E+10	5.65E+10	7.07E+10	106014750000	1.41E+11
8.88E-05	1.38E+12	1.38E+06	1.38E+09	1.38E+10	2.76E+10	4.14E+10	5.53E+10	6.91E+10	103621500000	1.38E+11
8.92E-05	1.35E+12	1.35E+06	1.35E+09	1.35E+10	2.70E+10	4.05E+10	5.40E+10	6.75E+10	101281500000	1.35E+11
8.96E-05	1.32E+12	1.32E+06	1.32E+09	1.32E+10	2.64E+10	3.96E+10	5.28E+10	6.60E+10	98995500000	1.32E+11
9.00E-05	1.29E+12	1.29E+06	1.29E+09	1.29E+10	2.58E+10	3.87E+10	5.16E+10	6.45E+10	96760500000	1.29E+11
9.04E-05	1.26E+12	1.26E+06	1.26E+09	1.26E+10	2.52E+10	3.78E+10	5.04E+10	6.31E+10	94575750000	1.26E+11
9.08E-05	1.23E+12	1.23E+06	1.23E+09	1.23E+10	2.47E+10	3.70E+10	4.93E+10	6.16E+10	92440500000	1.23E+11
9.12E-05	1.20E+12	1.20E+06	1.20E+09	1.20E+10	2.41E+10	3.61E+10	4.82E+10	6.02E+10	90353250000	1.20E+11
9.16E-05	1.18E+12	1.18E+06	1.18E+09	1.18E+10	2.36E+10	3.53E+10	4.71E+10	5.89E+10	88313250000	1.18E+11
9.20E-05	1.15E+12	1.15E+06	1.15E+09	1.15E+10	2.30E+10	3.45E+10	4.60E+10	5.75E+10	86319750000	1.15E+11
9.24E-05	1.12E+12	1.12E+06	1.12E+09	1.12E+10	2.25E+10	3.37E+10	4.50E+10	5.62E+10	84370500000	1.12E+11
9.28E-05	1.10E+12	1.10E+06	1.10E+09	1.10E+10	2.20E+10	3.30E+10	4.40E+10	5.50E+10	82466250000	1.10E+11
9.32E-05	1.07E+12	1.07E+06	1.07E+09	1.07E+10	2.15E+10	3.22E+10	4.30E+10	5.37E+10	80604000000	1.07E+11
9.36E-05	1.05E+12	1.05E+06	1.05E+09	1.05E+10	2.10E+10	3.15E+10	4.20E+10	5.25E+10	78784500000	1.05E+11
9.40E-05	1.03E+12	1.03E+06	1.03E+09	1.03E+10	2.05E+10	3.08E+10	4.11E+10	5.13E+10	77005500000	1.03E+11
9.44E-05	1.00E+12	1.00E+06	1.00E+09	1.00E+10	2.01E+10	3.01E+10	4.01E+10	5.02E+10	75267000000	1.00E+11
9.48E-05	9.81E+11	9.81E+05	9.81E+08	9.81E+09	1.96E+10	2.94E+10	3.92E+10	4.90E+10	73567800000	9.81E+10
9.52E-05	9.59E+11	9.59E+05	9.59E+08	9.59E+09	1.92E+10	2.88E+10	3.84E+10	4.79E+10	71906850000	9.59E+10
9.56E-05	9.37E+11	9.37E+05	9.37E+08	9.37E+09	1.87E+10	2.81E+10	3.75E+10	4.69E+10	70283400000	9.37E+10
9.60E-05	9.16E+11	9.16E+05	9.16E+08	9.16E+09	1.83E+10	2.75E+10	3.66E+10	4.58E+10	68696625000	9.16E+10
9.64E-05	8.95E+11	8.95E+05	8.95E+08	8.95E+09	1.79E+10	2.69E+10	3.58E+10	4.48E+10	67145700000	8.95E+10
9.68E-05	8.75E+11	8.75E+05	8.75E+08	8.75E+09	1.75E+10	2.63E+10	3.50E+10	4.38E+10	65629725000	8.75E+10
9.72E-05	8.55E+11	8.55E+05	8.55E+08	8.55E+09	1.71E+10	2.57E+10	3.42E+10	4.28E+10	64148025000	8.55E+10
9.76E-05	8.36E+11	8.36E+05	8.36E+08	8.36E+09	1.67E+10	2.51E+10	3.34E+10	4.18E+10	62699775000	8.36E+10
9.80E-05	8.17E+11	8.17E+05	8.17E+08	8.17E+09	1.63E+10	2.45E+10	3.27E+10	4.09E+10	61284150000	8.17E+10
9.84E-05	7.99E+11	7.99E+05	7.99E+08	7.99E+09	1.60E+10	2.40E+10	3.19E+10	3.99E+10	59900550000	7.99E+10
9.88E-05	7.81E+11	7.81E+05	7.81E+08	7.81E+09	1.56E+10	2.34E+10	3.12E+10	3.90E+10	58548225000	7.81E+10
9.92E-05	7.63E+11	7.63E+05	7.63E+08	7.63E+09	1.53E+10	2.29E+10	3.05E+10	3.82E+10	57226350000	7.63E+10
9.96E-05	7.46E+11	7.46E+05	7.46E+08	7.46E+09	1.49E+10	2.24E+10	2.98E+10	3.73E+10	55934400000	7.46E+10
1.00E-04	7.29E+11	7.29E+05	7.29E+08	7.29E+09	1.46E+10	2.19E+10	2.92E+10	3.64E+10	54671550000	7.29E+10
1.00E-04	7.12E+11	7.12E+05	7.12E+08	7.12E+09	1.42E+10	2.14E+10	2.85E+10	3.56E+10	53437200000	7.12E+10
1.01E-04	6.96E+11	6.96E+05	6.96E+08	6.96E+09	1.39E+10	2.09E+10	2.79E+10	3.48E+10	52230750000	6.96E+10
1.01E-04	6.81E+11	6.81E+05	6.81E+08	6.81E+09	1.36E+10	2.04E+10	2.72E+10	3.40E+10	51051600000	6.81E+10
1.02E-04	6.65E+11	6.65E+05	6.65E+08	6.65E+09	1.33E+10	2.00E+10	2.66E+10	3.33E+10	49899000000	6.65E+10
1.02E-04	6.50E+11	6.50E+05	6.50E+08	6.50E+09	1.30E+10	1.95E+10	2.60E+10	3.25E+10	48772425000	6.50E+10
