"Storage 011426 PM - RawData - C:\Users\Kyung\Feb102011\UV\File 110210 011426 PM.spc"
"Wavelength nm.","T%"
783.50,87.92572
784.00,87.89063
784.50,88.04779
785.00,88.15308
785.50,88.14240
786.00,88.12714
786.50,88.22479
787.00,88.18054
787.50,88.21716
788.00,88.14392
788.50,88.25684
789.00,88.21716
789.50,88.31787
790.00,88.34076
790.50,88.21564
791.00,88.32092
791.50,88.41095
792.00,88.27057
792.50,88.24463
793.00,88.45825
793.50,88.40485
794.00,88.42621
794.50,88.53455
795.00,88.51624
795.50,88.54828
796.00,88.67798
796.50,88.48572
797.00,88.67950
797.50,88.68103
798.00,88.67798
798.50,88.60931
799.00,88.73749
799.50,88.66730
800.00,88.66577
800.50,88.74359
801.00,88.72833
801.50,88.77258
802.00,88.90076
802.50,89.06555
803.00,89.04877
803.50,88.99078
804.00,89.00146
804.50,89.00146
805.00,89.04266
805.50,88.89160
806.00,89.14032
806.50,89.03503
807.00,89.08386
807.50,89.19220
808.00,89.01520
808.50,89.10675
809.00,89.08997
809.50,89.16321
810.00,89.02588
810.50,89.12048
811.00,89.15100
811.50,89.12964
812.00,89.24103
812.50,89.34326
813.00,89.45007
813.50,89.33716
814.00,89.25934
814.50,89.19830
815.00,89.30054
815.50,89.52332
816.00,89.52484
816.50,89.40125
817.00,89.53094
817.50,89.39056
818.00,89.47601
818.50,89.59198
819.00,89.61334
819.50,89.51263
820.00,89.61487
820.50,89.52332
821.00,89.58130
821.50,89.53400
822.00,89.71863
822.50,89.80713
823.00,89.68506
823.50,89.67896
824.00,89.81018
824.50,89.78882
825.00,89.67896
825.50,89.78577
826.00,89.88190
826.50,89.80560
827.00,89.90173
827.50,89.91699
828.00,90.04822
828.50,89.92157
829.00,90.07721
829.50,90.13977
830.00,90.11688
830.50,90.10468
831.00,90.10620
831.50,90.08484
832.00,90.11230
832.50,90.04517
833.00,90.09094
833.50,90.07263
834.00,89.97498
834.50,90.20081
835.00,90.09094
835.50,90.16418
836.00,90.14740
836.50,90.07721
837.00,90.03448
837.50,90.07568
838.00,90.32135
838.50,90.21301
839.00,90.37170
839.50,90.15350
840.00,90.42053
840.50,90.33813
841.00,90.39917
841.50,90.30609
842.00,90.35797
842.50,90.47394
843.00,90.47852
843.50,90.38086
844.00,90.39154
844.50,90.28320
845.00,90.34729
845.50,90.41595
846.00,90.50598
846.50,90.58075
847.00,90.37933
847.50,90.46478
848.00,90.68756
848.50,90.52429
849.00,90.67993
849.50,90.78827
850.00,90.88593
850.50,90.72571
851.00,90.89355
851.50,90.84015
852.00,90.75928
852.50,90.76996
853.00,90.76996
853.50,90.98663
854.00,90.78979
854.50,90.68756
855.00,90.65247
855.50,90.52582
856.00,90.61584
856.50,90.64636
857.00,90.93018
857.50,90.69977
858.00,90.80353
858.50,90.63568
859.00,90.84167
859.50,90.71960
860.00,90.71960
860.50,90.76385
861.00,90.96985
861.50,90.81573
862.00,90.91187
862.50,91.05835
863.00,91.13770
863.50,90.68756
864.00,90.91797
864.50,91.03241
865.00,91.12701
865.50,91.03546
866.00,90.85541
866.50,90.96069
867.00,91.18042
867.50,91.01715
868.00,91.14380
868.50,91.08124
869.00,90.98816
869.50,91.11633
870.00,91.15753
870.50,90.75470
871.00,91.04919
871.50,91.10870
872.00,90.87982
872.50,90.89508
873.00,91.14838
873.50,91.29028
874.00,91.09497
874.50,91.47034
875.00,91.24451
875.50,91.05835
876.00,91.42151
876.50,91.25671
877.00,90.87982
877.50,90.62042
878.00,91.12549
878.50,91.09650
879.00,91.56342
879.50,91.15143
880.00,91.46423
880.50,91.70532
881.00,91.25061
881.50,91.60919
882.00,91.66718
882.50,91.67328
883.00,91.27655
883.50,91.00342
884.00,90.96375
884.50,91.21857
885.00,91.64581
885.50,91.83502
886.00,91.88995
886.50,92.20276
887.00,91.96930
887.50,92.12341
888.00,91.52527
888.50,91.21704
889.00,91.69617
889.50,91.60767
890.00,91.76941
890.50,91.21857
891.00,91.76788
891.50,92.08069
892.00,91.35742
892.50,91.88080
893.00,91.12549
893.50,91.46118
894.00,91.88538
894.50,91.49475
895.00,91.57257
895.50,91.32385
896.00,91.48407
896.50,91.77094
897.00,91.56189
897.50,92.55981
898.00,91.90216
898.50,93.05115
899.00,91.93573
899.50,91.46118
900.00,91.73737
900.50,91.98151
901.00,90.97900
901.50,90.84930
902.00,90.69824
902.50,91.82434
903.00,92.03339
903.50,91.48254
904.00,91.75720
904.50,92.31110
905.00,91.28265
905.50,91.14075
906.00,90.79437
906.50,90.83099
907.00,91.73737
907.50,92.68036
908.00,92.12799
908.50,93.00385
909.00,92.96570
909.50,91.69464
910.00,90.67383
910.50,91.67786
911.00,91.19720
911.50,92.05170
912.00,92.53693
912.50,92.27905
913.00,91.32080
913.50,91.83960
914.00,92.23785
914.50,91.46576
915.00,92.26532
915.50,90.24963
916.00,90.97443
916.50,91.14075
917.00,91.82587
917.50,91.56189
918.00,94.61517
918.50,93.89343
919.00,92.42401
919.50,91.62140
920.00,90.00549
920.50,90.83252
921.00,91.23077
921.50,91.92200
922.00,90.42053
922.50,90.00854
923.00,90.30457
923.50,90.09857
924.00,90.17181
924.50,92.65442
925.00,91.94489
925.50,89.24561
926.00,92.64221
926.50,88.21106
927.00,89.02435
927.50,90.01160
928.00,92.64679
928.50,92.20276
929.00,92.67731
929.50,93.04199
930.00,90.56854
930.50,93.96820
931.00,92.26990
